1	A ratio greater than what indicates that the exposure caused or contributed to the occurrence of the outcome?
the exposed group	Who was exposed to the studied factors?
external control	"When selecting an occupational or special exposed population as the exposed population, what is it called when it is often necessary to find a control group outside the population"
Cumulative incidence	What is the term for a disease that can be calculated by using the population size at the beginning of the observation as the denominator?
instantaneous frequency	What is the rate calculated by using human hours called?
by multiplying the proportion of deaths for a cause of disease in the whole population by the actual number of deaths in a unit	How was the expected number of deaths for a cause of disease obtained?
Relative risk	What is the ratio of the risk of the exposed group to the risk of the control group?
rR=le/l o Attributed risk AR	What is the absolute value of the difference between the incidence rate in the exposed group and the incidence rate in the control group?
fraction of morbidity or mortality in the exposed population attributable to exposure as a percentage of total morbidity or mortality	What is the Attributed risk percentage AR%?
PAR	What refers to the fraction of total population morbidity attributable to exposure?
Case-control study	What type of study was conducted by using diagnosed patients as cases and non-diseased but comparable individuals as controls?
statistical tests	What was used to evaluate the statistical association between the factors and the disease?
etiology	The effect of various biases was assessed after what to infer the risk factors and validate the etiological hypothesis?
Matching	What is it called when a control is required to be consistent with the case on certain factors?
Over-matching	What is it called when unnecessary works are included in the matching?
admission rates of various diseases are different	Why is it inevitable to generate bias?
systematic	What is the difference between the case and control groups?
survival	"Neyman bias: If the respondents are selected from current cases, much of the information obtained may be related only to what?"
lifestyle habits	What may survivors of a disease have changed to reduce the level of a risk factor?
systematic errors in conclusions	What is recall bias?
external factor	What obscures or exaggerates the association between a factor and a disease?
Hawthorne effect	What refers to the effect of an ongoing study on the person being studied?
Placebo effect	What is a positive psychological effect that is manifested in some subjects due to their dependence on medicine?
Double blind	What type of blindness is used when the study designer arranges and controls the entire experiment?
Noncompliance noncomplince	What is a study in which subjects do not comply with the requirements set by the experiment after randomization?
Randomized controlled trials	"What are prospective, experimental controlled studies conducted in a population to evaluate the effects of medical interventions?"
Class experiments	What are experiments that cannot be done in randomized groups or without parallel controls?
"quick and easy experiments, tests or other methods"	What is used to identify individuals in a healthy population who may have diseases or defects but are apparently healthy?
ROC curve	What is a curve obtained by plotting the true positive rate and the false positive rate?
Combined tests	What type of tests can be used to examine the same subject in order to improve the sensitivity or specificity of the screening test?
Etiology	Factors that increase the probability of developing a disease in a population are generally referred to as risk factors in epidemiology?
risk factors	Etiology: Factors that increase the probability of developing a disease in a population are generally referred to as what in epidemiology?
"the environment is further divided into biological, physicochemical and social environments"	What is the Rotational model based on?
chance errors	What is excluded from the statistical association between exposure and disease?
"long-term, continuous, systematic collection of information on the dynamic distribution of diseases and their influencing factors"	What does surveillance of diseases mean?
passively	How do higher-level units receive monitoring data and information?
special needs	What is an example of an active surveillance?
Horizontal	What type of transmission is the mutual transmission of pathogens from person to person in the external environment?
the epidemic focus	What is the area that can be reached by the spread of the infectious agent and its discharge to the surrounding area called?
Epidemic site	What is a small area or a single source of infection called?
an infected area	A larger area of the epidemic or a number of epidemic sites in a row is called what?
